id,sensor_id,timestamp,value,quality,flag
48,18,2025-05-11 16:39:32,455.447,66,0
49,21,2025-10-11 15:03:27,-86.276,53,0
50,55,2025-01-10 14:03:03,-80.471,63,0
51,6,2025-10-10 23:02:45,206.462,33,0
52,46,2025-08-22 13:21:38,-162.649,51,0
53,62,2025-07-15 17:06:26,58.281,27,0
54,52,2025-04-06 11:37:39,-28.375,1,0
55,59,2025-02-12 13:56:20,392.211,86,0
56,98,2025-07-11 10:25:43,796.378,94,0
57,53,2025-04-02 21:14:13,239.143,38,0
58,41,2025-03-14 00:48:44,312.837,56,0
59,9,2025-05-22 11:26:55,-26.951,83,0
60,82,2025-12-21 04:35:50,137.117,43,0
61,29,2025-03-07 15:41:49,73.515,2,0
62,5,2025-01-17 19:40:54,664.563,64,0
63,59,2025-08-08 08:55:48,383.633,41,0
64,16,2025-04-26 23:15:35,764.333,75,0
65,66,2025-08-19 04:24:11,715.567,19,0
66,54,2025-08-09 22:41:19,-24.701,72,0
67,16,2025-12-22 01:34:28,774.409,1,0
68,94,2025-01-23 05:07:05,487.378,15,0
69,83,2025-12-28 05:52:53,524.207,10,0
70,9,2025-05-25 05:02:43,65.895,70,0
71,33,2025-02-24 15:38:00,-13.768,65,0
72,37,2025-12-14 10:31:35,261.475,44,1
73,5,2025-03-18 01:31:32,443.338,43,0
74,2,2025-02-23 02:02:43,536.691,33,0
75,77,2025-12-09 02:40:23,221.729,33,0
76,29,2025-09-06 14:22:56,122.701,96,0
77,15,2025-09-16 19:39:44,111.289,24,0
78,32,2025-11-13 19:52:04,124.364,33,0
79,39,2025-09-21 09:34:46,679.536,39,0
80,10,2025-05-02 03:27:28,799.629,81,0
81,54,2025-11-18 15:24:39,465.118,71,0
82,98,2025-02-04 20:41:52,-118.923,50,0
83,16,2025-06-25 06:13:48,725.997,44,0
84,97,2025-10-20 11:13:35,201.458,44,0
85,47,2025-05-10 11:59:33,447.281,78,0
86,20,2025-02-15 09:45:07,702.255,23,0
87,59,2025-03-13 09:16:24,147.946,16,0
88,18,2025-12-20 05:54:20,81.974,72,0
89,94,2025-05-11 13:10:52,-162.874,29,0
90,7,2025-05-23 08:56:22,225.967,7,0
91,79,2025-02-12 15:37:15,790.022,33,0
92,1,2025-08-23 11:49:34,407.973,93,0
93,58,2025-11-22 15:04:13,787.274,83,0
94,68,2025-11-06 01:14:36,575.139,92,0
95,5,2025-12-20 00:04:03,646.634,62,0
96,21,2025-11-16 23:24:29,-191.9,69,0
97,83,2025-11-16 23:31:46,-48.588,72,0
98,46,2025-07-21 07:28:38,-54.217,52,0
99,33,2025-09-13 13:43:08,-73.417,70,0
100,57,2025-04-23 10:09:04,486.998,29,0
101,7,2025-01-20 19:17:46,-186.724,1,0
102,41,2025-11-11 00:22:54,6.302,34,0
103,34,2025-07-01 20:39:12,-3.388,20,0
104,45,2025-06-12 16:16:30,101.102,67,0
105,29,2025-12-27 08:12:30,166.053,44,0
106,13,2025-05-26 14:56:54,-11.832,64,0
107,61,2025-02-23 03:57:59,794.506,52,0
108,5,2025-06-15 03:31:31,258.284,27,0
109,21,2025-10-08 02:55:42,242.653,72,0
110,41,2025-07-22 20:31:48,614.409,35,0
111,37,2025-11-11 21:48:07,484.134,59,0
112,92,2025-09-21 18:04:53,718.159,34,0
113,23,2025-01-12 08:45:29,364.719,75,0
114,14,2025-08-09 12:02:08,196.566,24,0
115,38,2025-09-12 22:55:35,407.628,80,0
116,76,2025-09-21 02:19:28,27.079,2,0
117,90,2025-03-10 09:51:03,-117.637,24,0
118,63,2025-03-17 16:38:13,172.828,54,0
119,27,2025-11-24 15:47:58,707.055,54,0
120,98,2025-09-11 15:15:08,326.479,98,0
121,41,2025-09-06 10:45:23,273.443,79,0
122,18,2025-08-08 10:41:07,547.261,100,0
123,26,2025-10-16 10:30:57,427.892,37,0
124,59,2025-05-02 00:40:27,455.018,39,0
125,82,2025-03-27 09:38:57,-5.16,34,0
126,26,2025-05-04 21:22:17,-35.942,36,0
127,20,2025-02-27 16:13:56,607.996,66,0
128,32,2025-09-07 03:20:19,-91.149,66,0
129,54,2025-10-05 13:15:06,13.229,27,0
130,32,2025-10-25 03:33:36,42.513,35,0
131,37,2025-01-02 04:27:31,309.169,48,0
132,10,2025-08-15 11:57:35,276.557,68,1
133,42,2025-04-02 21:08:27,182.524,30,0
134,49,2025-12-28 23:07:58,412.28,19,0
135,67,2025-11-09 16:13:16,715.441,73,0
136,41,2025-10-21 12:52:42,307.836,56,0
137,78,2025-02-04 20:51:03,117.549,46,0
138,15,2025-12-12 12:02:44,139.635,17,0
139,74,2025-07-18 23:46:22,725.943,72,0
140,94,2025-12-12 02:20:43,677.883,98,0
141,15,2025-11-27 08:08:00,491.613,56,0
142,77,2025-05-22 10:29:45,450.665,66,0
143,42,2025-08-23 08:18:49,397.545,32,0
144,96,2025-06-16 06:35:43,-27.104,77,0
145,45,2025-11-06 20:45:20,255.011,1,0
146,39,2025-01-04 06:08:26,196.586,75,0
147,3,2025-01-20 22:54:31,506.909,42,0
148,49,2025-05-22 19:18:27,-56.492,3,0
149,39,2025-10-20 19:08:38,447.8,74,1
150,24,2025-02-02 13:11:33,-70.686,19,0
151,37,2025-11-09 08:41:58,114.517,78,0
152,75,2025-08-28 08:14:27,540.345,76,0
153,98,2025-05-01 11:08:50,266.358,83,0
154,98,2025-10-19 13:28:15,762.295,91,0
155,92,2025-11-04 19:45:16,782.289,85,0
156,54,2025-04-26 18:53:45,142.717,41,0
157,80,2025-04-14 12:28:18,-47.948,65,0
158,57,2025-12-07 05:20:31,263.06,97,0
159,1,2025-11-08 10:05:12,71.838,95,0
160,33,2025-08-28 09:09:12,649.003,15,0
161,11,2025-11-18 00:11:24,201.707,44,0
162,10,2025-02-09 00:29:33,-74.059,91,0
163,90,2025-01-04 01:20:19,187.957,50,0
164,68,2025-05-24 16:59:47,302.284,28,0
165,19,2025-03-06 22:18:28,788.741,15,0
166,23,2025-05-13 01:24:58,591.706,58,0
167,13,2025-04-12 23:40:55,360.854,11,0
168,12,2025-07-26 19:42:40,526.446,46,1
169,16,2025-08-09 11:42:32,3.927,26,0
170,55,2025-05-20 16:02:32,585.28,82,1
171,7,2025-08-04 15:02:50,589.123,39,0
172,24,2025-07-08 15:17:11,656.983,3,1
173,41,2025-12-03 09:06:53,37.144,96,0
174,56,2025-04-19 01:01:05,363.264,71,0
175,95,2025-10-25 01:31:26,436.336,90,0
176,29,2025-07-26 07:11:07,56.544,66,0
177,83,2025-04-06 08:12:54,-164.948,58,0
178,66,2025-06-16 13:33:58,575.974,28,0
179,12,2025-09-12 06:24:12,121.553,59,0
180,25,2025-10-27 21:00:40,53.183,62,0
181,61,2025-08-16 10:20:38,196.13,14,0
182,59,2025-03-14 00:22:39,-73.901,13,0
183,27,2025-02-07 18:31:25,511.436,53,0
184,9,2025-10-17 21:43:13,-29.121,29,0
185,79,2025-08-04 23:58:20,519.231,100,0
186,16,2025-05-02 15:09:54,-149.893,42,0
187,94,2025-04-12 03:33:03,-62.898,49,1
188,11,2025-05-12 03:14:44,719.375,13,0
189,88,2025-11-26 11:16:29,708.278,13,0
190,45,2025-12-17 18:10:06,569.81,4,0
191,97,2025-03-22 15:39:20,376.875,84,0
192,38,2025-12-24 14:51:02,429.061,49,0
193,12,2025-12-01 10:38:15,-111.732,56,0
194,71,2025-02-08 13:27:53,-176.408,60,0
195,31,2025-10-03 12:42:32,488.69,74,0
196,32,2025-09-23 21:42:02,768.247,11,1
197,9,2025-01-18 23:31:58,523.683,26,0
198,83,2025-01-09 02:28:25,711.127,35,0
199,15,2025-12-07 23:41:38,474.062,11,0
200,51,2025-06-04 21:57:11,-169.249,15,0
201,42,2025-02-09 14:56:50,-130.386,86,0
202,13,2025-02-19 20:12:37,592.637,62,0
203,14,2025-05-24 18:26:29,-39.909,46,0
204,45,2025-04-28 17:12:22,753.436,3,0
205,48,2025-12-01 16:47:21,384.521,0,0
206,22,2025-05-13 06:47:12,72.684,21,0
207,42,2025-06-15 11:09:07,647.595,39,0
208,97,2025-04-10 19:23:39,-173.613,20,0
209,84,2025-09-06 13:48:26,272.917,97,0
210,16,2025-09-10 04:05:06,491.756,94,0
211,73,2025-03-03 12:15:54,-111.997,100,0
212,58,2025-05-12 04:33:21,247.189,22,0
213,50,2025-07-21 07:57:03,731.059,66,0
214,12,2025-12-19 21:01:16,619.603,17,0
215,93,2025-10-08 10:21:11,640.796,44,0
216,9,2025-10-26 01:09:43,263.35,33,0
217,100,2025-06-08 13:24:13,668.298,49,0
218,51,2025-11-14 18:53:32,-136.101,58,0
219,59,2025-03-10 03:29:10,594.932,57,0
220,71,2025-06-16 02:20:07,549.995,47,0
221,80,2025-10-02 12:01:16,588.518,4,0
222,77,2025-08-22 13:36:36,-97.596,45,0
223,33,2025-07-25 13:14:23,-54.88,95,0
224,67,2025-05-27 04:11:17,341.949,42,0
225,74,2025-11-11 04:28:34,-116.287,83,0
226,28,2025-08-28 18:47:09,767.854,18,0
227,38,2025-09-14 04:13:18,424.572,38,0
228,12,2025-03-19 20:51:07,780.448,64,0
229,83,2025-01-02 07:54:56,-6.429,58,0
230,38,2025-05-08 03:29:56,375.65,10,0
231,92,2025-01-19 11:04:00,85.584,3,0
232,28,2025-08-08 05:28:57,722.101,25,0
233,74,2025-03-11 12:41:39,-76.636,66,0
234,95,2025-03-25 03:30:47,11.566,8,0
235,58,2025-04-13 12:51:02,-108.514,30,0
236,67,2025-02-10 22:40:33,424.642,67,0
237,56,2025-08-19 11:53:08,663.438,63,0
238,33,2025-05-27 22:22:50,532.459,30,0
239,36,2025-04-20 17:46:47,599.09,62,0
240,16,2025-10-03 17:38:56,779.924,16,0
241,24,2025-05-17 01:20:37,8.069,50,0
242,34,2025-10-01 13:57:42,-109.595,75,0
243,81,2025-11-10 02:56:16,439.154,76,0
244,49,2025-11-09 21:22:42,342.66,2,0
245,21,2025-12-08 02:45:45,701.102,63,0
246,83,2025-12-03 22:02:10,418.207,94,0
247,98,2025-08-05 00:13:06,-136.636,23,0
248,20,2025-12-20 03:49:56,46.502,6,0
249,23,2025-09-27 01:30:50,54.736,3,0
250,16,2025-06-20 07:07:49,694.218,2,0
251,49,2025-01-06 06:52:36,45.801,1,0
252,1,2025-12-06 17:10:58,443.735,24,0
253,95,2025-12-22 22:02:57,-59.255,100,0
254,96,2025-03-10 08:28:14,590.787,16,0
255,23,2025-05-10 04:16:51,760.277,44,0
256,16,2025-10-21 12:04:49,222.254,1,0
257,32,2025-08-22 17:08:12,55.937,59,0
258,92,2025-07-17 20:07:00,556.749,69,0
259,21,2025-07-22 16:21:00,732.32,25,0
260,21,2025-07-21 06:39:10,736.361,1,0
261,59,2025-02-15 17:23:07,472.765,31,0
262,95,2025-06-07 21:00:07,130.334,60,0
263,86,2025-02-04 10:57:10,684.362,31,0
264,35,2025-09-07 16:22:55,442.96,45,0
265,99,2025-07-27 20:57:08,-132.001,55,0
266,45,2025-10-05 23:48:50,658.855,21,0
267,91,2025-11-20 09:03:24,512.108,86,1
268,40,2025-06-19 15:55:40,709.071,67,0
269,3,2025-11-01 19:42:26,-53.35,55,0
270,68,2025-01-17 07:43:49,-73.261,45,0
271,47,2025-01-28 20:37:46,75.693,31,0
272,41,2025-02-22 16:21:59,428.383,16,0
273,71,2025-06-18 08:48:35,234.769,14,1
274,37,2025-10-17 22:28:58,595.784,50,0
275,36,2025-06-16 21:31:02,261.454,56,0
276,12,2025-12-04 23:31:17,11.912,71,0
277,45,2025-09-11 16:13:03,709.007,49,0
278,65,2025-12-28 05:32:03,-40.371,93,0
279,32,2025-05-28 02:08:10,333.732,79,0
280,51,2025-04-15 18:19:50,628.732,34,1
281,15,2025-03-11 05:42:53,-129.611,29,0
282,15,2025-02-04 07:25:14,484.793,35,0
283,16,2025-11-10 13:00:00,374.744,24,0
284,38,2025-02-13 08:15:15,521.356,55,0
285,91,2025-05-22 19:05:11,435.271,51,0
286,35,2025-08-16 12:23:15,690.449,46,0
287,61,2025-10-28 18:25:26,31.623,33,0
288,26,2025-12-08 09:27:45,779.724,39,0
289,5,2025-12-06 00:53:31,61.994,79,0
290,90,2025-01-20 01:44:45,100.511,69,0
291,83,2025-08-10 06:57:52,78.463,21,0
292,48,2025-10-06 01:05:48,-102.192,87,0
293,95,2025-09-19 21:58:30,548.333,58,0
294,38,2025-04-16 17:26:22,49.401,53,0
295,48,2025-07-23 06:38:53,664.849,88,0
296,16,2025-06-06 05:34:52,576.832,7,0
297,88,2025-02-07 08:14:48,363.411,73,0
298,9,2025-10-19 15:34:19,535.747,48,0
299,84,2025-12-21 08:45:09,529.098,12,0
300,61,2025-08-02 13:51:10,784.443,72,1
301,39,2025-11-21 03:40:01,-91.554,25,0
302,17,2025-08-01 10:33:43,154.945,46,0
303,30,2025-09-04 19:50:41,350.73,50,0
304,59,2025-03-14 09:20:59,783.539,63,0
305,55,2025-01-04 17:05:46,111.88,32,0
306,86,2025-09-03 23:32:18,550.613,54,0
307,21,2025-02-09 06:04:18,-121.259,13,0
308,33,2025-06-10 13:10:50,461.659,68,0
309,92,2025-08-22 08:11:54,250.732,48,0
310,21,2025-06-12 00:18:17,92.838,58,0
311,70,2025-01-17 02:22:18,738.892,44,0
312,62,2025-01-03 02:03:24,-107.999,35,0
313,13,2025-05-10 02:15:25,-171.743,12,0
314,50,2025-11-10 09:28:08,175.63,9,0
315,62,2025-03-13 14:06:55,34.557,63,0
316,26,2025-10-08 00:13:59,-119.76,74,0
317,23,2025-04-03 05:26:12,147.133,72,0
318,95,2025-10-25 18:14:40,266.119,9,0
319,30,2025-08-03 16:32:19,265.763,17,0
320,1,2025-04-14 01:24:09,650.671,63,0
321,66,2025-01-14 09:50:02,165.001,88,0
322,94,2025-09-19 13:35:10,82.544,20,0
323,22,2025-11-16 17:48:21,-40.049,52,0
324,24,2025-06-26 09:01:07,679.404,22,0
325,38,2025-03-11 09:53:50,274.486,79,0
326,53,2025-07-01 02:55:35,738.891,15,0
327,61,2025-02-13 15:38:27,-5.888,5,0
328,96,2025-12-24 01:49:00,-96.889,29,0
329,35,2025-06-20 15:51:48,715.801,16,0
330,85,2025-08-20 04:02:41,-128.093,68,0
331,3,2025-06-21 08:55:54,-105.132,61,0
332,1,2025-10-11 05:30:46,486.359,99,0
333,50,2025-10-21 05:19:41,-27.155,3,0
334,84,2025-01-08 07:03:31,10.74,50,0
335,20,2025-01-11 16:43:09,72.227,52,0
336,24,2025-07-26 09:25:31,578.554,91,0
337,57,2025-12-02 23:05:51,15.845,73,0
338,18,2025-05-17 11:08:09,3.22,33,0
339,66,2025-02-07 17:29:10,-47.427,38,0
340,43,2025-12-02 16:06:18,153.801,28,0
341,8,2025-04-23 14:53:43,1.305,26,0
342,51,2025-10-11 18:19:05,-179.454,19,0
343,42,2025-10-04 09:20:51,-183.677,2,0
344,65,2025-10-24 13:04:11,795.695,50,0
345,65,2025-02-08 15:51:37,170.097,82,1
346,40,2025-04-15 00:04:24,279.332,12,0
347,34,2025-09-25 16:09:08,487.137,29,0
348,71,2025-04-09 18:50:08,60.689,74,0
349,39,2025-03-05 09:50:13,9.34,59,0
350,79,2025-10-11 00:02:37,176.934,30,0
351,37,2025-04-08 17:22:54,-113.8,30,0
352,42,2025-08-07 11:23:07,250.228,31,0
353,97,2025-06-19 21:36:42,115.717,82,0
354,76,2025-08-24 17:31:03,339.895,64,0
355,41,2025-10-02 19:58:59,-46.686,65,0
356,45,2025-02-15 12:26:18,289.858,85,0
357,91,2025-12-04 14:02:57,421.229,12,0
358,59,2025-02-25 13:12:57,757.406,21,0
359,87,2025-10-21 16:24:27,221.054,27,0
360,42,2025-03-13 06:18:37,-139.739,65,0
361,6,2025-06-23 02:33:10,4.817,70,0
362,2,2025-10-10 07:54:59,176.893,6,0
363,44,2025-01-22 22:01:27,233.636,90,0
364,50,2025-01-13 12:46:49,-176.213,56,0
365,44,2025-10-08 16:21:53,648.523,22,0
366,8,2025-06-16 16:54:42,-48.875,53,0
367,4,2025-02-16 19:21:19,764.803,97,0
368,98,2025-06-10 03:55:37,68.372,9,0
369,100,2025-10-12 10:31:51,6.289,92,0
370,28,2025-01-28 10:43:57,715.718,78,0
371,31,2025-10-08 20:27:48,391.365,86,0
372,56,2025-01-06 02:37:47,253.272,84,0
373,49,2025-12-06 02:15:23,23.609,25,0
374,7,2025-06-03 22:56:21,268.152,51,0
375,85,2025-12-16 03:09:31,110.096,52,0
376,42,2025-04-14 18:31:10,118.013,21,0
377,23,2025-11-09 02:14:01,481.157,1,0
378,10,2025-06-28 09:32:20,690.048,42,0
379,18,2025-10-18 23:25:17,525.141,52,0
380,72,2025-05-06 23:10:35,59.066,76,0
381,8,2025-08-04 08:29:36,-35.125,14,0
382,77,2025-12-17 04:40:10,-46.274,46,0
383,43,2025-11-06 13:34:14,236.794,36,0
384,14,2025-01-02 07:41:53,610.241,58,0
385,37,2025-09-27 16:51:39,37.291,0,0
386,1,2025-11-15 21:31:30,0.709,67,0
387,82,2025-04-17 04:26:47,97.167,16,0
388,62,2025-05-15 01:49:03,188.945,27,0
389,7,2025-10-23 04:45:41,399.562,30,1
390,89,2025-08-16 18:11:26,367.478,1,0
391,76,2025-12-09 06:17:51,372.387,89,0
392,98,2025-03-09 19:39:46,-108.568,90,0
393,44,2025-04-12 03:34:12,382.351,92,0
394,23,2025-03-07 19:58:12,608.637,41,0
395,21,2025-06-10 04:54:54,-12.763,85,0
396,68,2025-08-14 18:40:20,218.998,95,0
397,36,2025-10-12 08:01:45,493.734,58,0
398,23,2025-06-04 14:25:48,257.01,14,0
399,7,2025-10-25 10:43:55,623.45,5,0
400,44,2025-05-19 15:43:21,158.467,95,0
401,3,2025-12-19 12:46:23,599.25,38,0
402,39,2025-02-17 03:52:22,-99.782,32,0
403,57,2025-08-26 17:27:37,255.228,94,0
404,53,2025-06-01 14:25:38,239.478,80,0
405,16,2025-03-14 18:12:15,535.798,66,0
406,24,2025-10-13 11:32:17,321.916,39,0
407,67,2025-10-02 05:46:41,443.424,55,0
408,24,2025-12-17 04:00:56,513.714,50,0
409,27,2025-08-10 08:31:27,211.207,51,0
410,75,2025-11-28 23:55:30,196.852,97,0
411,66,2025-01-28 12:04:19,385.183,19,0
412,12,2025-10-18 17:18:56,755.704,67,0
413,44,2025-07-22 19:36:47,363.269,100,0
414,17,2025-04-21 17:59:08,412.514,45,0
415,13,2025-09-24 23:31:01,701.494,95,0
416,72,2025-05-02 00:03:52,-36.856,57,0
417,76,2025-12-07 12:19:59,245.307,17,0
418,68,2025-10-27 13:35:17,218.308,78,0
419,69,2025-01-13 13:11:55,25.751,27,0
420,14,2025-09-06 12:54:35,39.589,9,0
421,69,2025-03-08 06:41:01,258.986,95,0
422,23,2025-09-19 07:17:25,650.671,49,0
423,64,2025-07-28 00:49:44,327.597,2,0
424,6,2025-11-22 07:05:44,197.896,55,0
425,79,2025-08-21 10:01:44,-94.254,19,0
426,48,2025-10-17 11:10:58,637.678,99,0
427,98,2025-06-13 04:40:44,202.195,82,1
428,25,2025-12-20 12:43:19,240.438,31,0
429,88,2025-07-19 14:10:45,-94.817,80,0
430,28,2025-06-10 18:16:49,88.296,81,1
431,30,2025-03-05 21:48:47,48.06,26,0
432,37,2025-06-02 01:35:27,745.208,78,0
433,97,2025-01-09 15:59:29,665.713,7,0
434,88,2025-11-10 23:53:57,146.048,52,0
435,84,2025-06-06 05:42:51,724.529,29,0
436,64,2025-01-19 07:36:49,4.726,82,0
437,12,2025-05-09 05:18:18,594.188,55,0
438,99,2025-04-23 13:36:03,420.065,30,0
439,29,2025-09-05 18:38:49,754.251,28,0
440,87,2025-12-18 18:28:44,49.427,57,0
441,52,2025-12-02 21:50:35,195.731,29,0
442,86,2025-10-28 08:59:46,199.983,4,0
443,20,2025-07-11 01:40:55,482.708,80,0
444,48,2025-11-26 04:53:19,361.561,17,0
445,32,2025-08-22 18:42:12,685.846,24,0
446,23,2025-07-26 14:18:27,291.986,18,0
447,27,2025-02-02 23:49:48,126.5,33,0
448,66,2025-05-13 09:18:28,-144.622,52,0
449,21,2025-07-28 16:56:54,-146.096,27,0
450,82,2025-11-21 00:23:33,19.438,12,0
451,14,2025-07-01 22:46:36,272.866,3,0
452,74,2025-01-08 14:10:28,3.577,52,1
453,49,2025-05-10 04:19:58,382.163,3,0
454,99,2025-09-17 10:23:12,287.188,32,0
455,77,2025-01-17 08:09:11,-158.889,76,0
456,29,2025-10-16 10:05:55,569.642,96,0
457,28,2025-05-23 06:00:36,-2.071,83,0
458,5,2025-10-20 13:52:28,707.867,5,0
459,47,2025-09-01 08:51:13,-52.183,93,1
460,9,2025-04-22 13:33:14,261.532,64,0
461,54,2025-05-14 21:51:58,691.714,100,0
462,11,2025-02-18 12:11:28,-46.979,19,0
463,62,2025-01-25 23:34:07,464.367,0,0
464,64,2025-01-15 17:45:45,439.671,94,0
465,82,2025-02-16 17:49:27,689.58,39,0
466,45,2025-10-12 21:02:25,311.819,16,0
467,100,2025-01-26 12:33:45,154.049,15,0
468,5,2025-06-09 23:12:41,262.215,65,0
469,35,2025-02-04 05:22:46,148.052,37,0
470,61,2025-10-25 16:02:50,436.377,45,0
471,35,2025-06-20 15:56:20,688.911,60,0
472,77,2025-10-06 22:43:58,0.471,68,0
473,16,2025-11-20 11:35:39,254.174,30,0
474,84,2025-07-11 15:51:15,723.961,48,1
475,90,2025-02-12 01:50:20,129.674,76,0
476,9,2025-05-13 23:11:34,781.928,56,0
477,64,2025-07-05 07:56:54,176.987,53,0
478,57,2025-10-15 22:19:31,301.528,37,0
479,29,2025-04-28 00:59:16,542.566,47,0
480,50,2025-05-16 22:41:10,176.162,94,0
481,85,2025-04-21 00:43:28,-183.617,30,0
482,53,2025-04-17 11:54:14,712.481,48,0
483,23,2025-07-08 17:03:07,368.358,13,0
484,17,2025-01-26 20:35:59,125.347,62,0
485,72,2025-04-15 19:19:21,-26.438,99,0
486,25,2025-10-04 03:43:18,250.683,99,0
487,56,2025-05-10 11:05:39,779.306,66,0
488,57,2025-11-07 16:35:31,437.447,23,0
489,53,2025-08-11 19:45:07,573.728,76,0
490,18,2025-02-13 10:23:22,-140.819,41,1
491,55,2025-09-22 04:54:50,774.393,41,0
492,7,2025-05-07 10:59:32,-149.031,18,0
493,88,2025-09-20 08:37:40,-55.98,39,0
494,78,2025-02-02 03:53:45,-168.658,44,0
495,78,2025-01-22 15:23:44,344.255,59,0
496,94,2025-01-01 16:51:56,-89.698,3,0
497,88,2025-05-11 20:48:30,-71.518,56,0
498,8,2025-10-08 23:48:27,176.743,37,0
499,69,2025-12-21 23:58:35,514.467,23,0
500,48,2025-06-13 22:59:41,172.991,61,0
501,14,2025-05-20 04:43:59,-137.364,98,1
502,48,2025-08-26 06:38:32,681.184,2,0
503,47,2025-09-27 20:33:41,-152.615,98,0
504,15,2025-08-18 00:34:54,211.001,1,0
505,2,2025-01-08 17:15:50,-199.89,7,0
506,98,2025-02-09 18:48:43,-162.95,96,0
507,31,2025-03-06 20:09:49,290.574,30,0
508,71,2025-09-10 09:09:33,-117.709,15,0
509,93,2025-10-06 01:51:07,174.034,49,0
510,42,2025-05-12 09:29:29,119.554,82,0
511,85,2025-11-13 05:00:34,730.671,25,1
512,79,2025-05-07 00:08:55,723.182,56,0
513,41,2025-07-14 07:22:40,212.395,87,0
514,62,2025-07-16 15:55:49,775.044,6,0
515,11,2025-03-08 19:21:06,655.756,97,0
516,47,2025-03-03 12:01:16,657.79,40,0
517,2,2025-12-07 09:13:50,741.326,31,0
518,69,2025-03-17 00:33:02,126.629,89,0
519,51,2025-12-23 22:29:06,-172.094,12,0
520,35,2025-05-06 02:14:10,239.098,28,1
521,50,2025-06-26 08:56:31,382.75,63,0
522,6,2025-05-02 14:00:58,222.555,21,0
523,68,2025-10-22 04:52:02,684.47,4,0
524,18,2025-04-05 22:15:08,701.619,79,0
525,5,2025-02-08 12:42:11,129.365,24,0
526,62,2025-04-25 19:25:18,122.441,75,0
527,62,2025-04-24 13:12:09,196.825,5,0
528,5,2025-10-01 10:48:00,619.108,48,0
529,45,2025-01-21 20:30:03,-170.119,40,0
530,12,2025-10-01 14:59:08,792.075,73,0
531,75,2025-05-25 16:47:09,354.384,0,0
532,42,2025-04-04 14:01:43,198.777,65,0
533,15,2025-09-04 06:28:33,-152.268,25,0
534,19,2025-01-13 15:56:27,198.404,99,0
535,92,2025-08-19 09:52:55,-64.493,14,0
536,98,2025-04-10 02:12:36,186.27,51,0
537,96,2025-10-22 08:14:27,-154.256,30,0
538,94,2025-08-01 02:33:41,710.308,98,0
539,56,2025-08-20 03:19:16,165.49,100,0
540,98,2025-10-27 06:42:56,306.579,72,0
541,13,2025-02-05 12:45:15,153.058,100,0
542,71,2025-06-07 18:44:12,689.416,8,0
543,73,2025-11-24 09:11:04,164.618,42,1
544,33,2025-08-13 02:12:10,249.918,18,0
545,88,2025-08-07 07:53:30,56.104,64,0
546,33,2025-08-25 04:55:56,-91.021,45,0
547,23,2025-11-15 03:21:38,27.677,71,0
548,54,2025-08-26 21:12:00,351.177,82,0
549,29,2025-05-21 19:51:18,169.031,36,0
550,44,2025-05-12 07:27:05,199.806,1,0
551,18,2025-06-14 23:27:10,239.024,42,0
552,46,2025-07-14 06:39:13,401.192,79,0
553,12,2025-09-26 19:27:55,20.828,4,0
